2021-03-24 09:15:09.440 [main] INFO  com.cn.mistletoe.MistletoeApp - Starting MistletoeApp on Jxy-O834IQKJDUP with PID 11452 (D:\JavaProject\xingyu\springboot\mistletoe_back_2.0\target\classes started by Administrator in D:\JavaProject\xingyu\springboot\mistletoe_back_2.0)
2021-03-24 10:42:30.439 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 7ms. Found 0 Redis repository interfaces.
2021-03-24 10:42:30.832 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler@d25ba9' of type [org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-03-24 10:42:30.842 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'methodSecurityMetadataSource' of type [org.springframework.security.access.method.DelegatingMethodSecurityMetadataSource] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-03-24 10:42:30.853 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'redisConfig' of type [com.cn.mistletoe.config.RedisConfig$$EnhancerBySpringCGLIB$$184098ee] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-03-24 10:42:31.127 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8081 (http)
2021-03-24 10:42:31.134 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8081"]
2021-03-24 10:42:31.134 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2021-03-24 10:42:31.135 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.41]
2021-03-24 10:42:31.264 [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2021-03-24 10:42:31.264 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1855 ms
2021-03-24 10:42:31.425 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2021-03-24 10:42:31.608 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2021-03-24 10:42:33.222 [main] INFO  o.s.data.elasticsearch.support.VersionInfo - Version Spring Data Elasticsearch: 4.0.6.RELEASE
2021-03-24 10:42:33.222 [main] INFO  o.s.data.elasticsearch.support.VersionInfo - Version Elasticsearch Client in build: 7.6.2
2021-03-24 10:42:33.222 [main] INFO  o.s.data.elasticsearch.support.VersionInfo - Version Elasticsearch Client used: 7.6.2
2021-03-24 10:42:33.222 [main] INFO  o.s.data.elasticsearch.support.VersionInfo - Version Elasticsearch cluster: 7.5.2
2021-03-24 10:42:34.178 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: any request, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@1b01226, org.springframework.security.web.context.SecurityContextPersistenceFilter@1b25ec3, org.springframework.security.web.header.HeaderWriterFilter@17274e7, org.springframework.web.filter.CorsFilter@18d00b, org.springframework.security.web.authentication.logout.LogoutFilter@142aec6, com.cn.mistletoe.config.JwtAuthenticationTokenFilter@4a5ddd, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@1e736bf, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@1c69628, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@6ea60f, org.springframework.security.web.session.SessionManagementFilter@1d847a2, org.springframework.security.web.access.ExceptionTranslationFilter@1251e43, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@1cddfd3]
2021-03-24 10:42:34.197 [main] INFO  s.d.s.w.PropertySourcedRequestMappingHandlerMapping - Mapped URL path [/v2/api-docs] onto method [springfox.documentation.swagger2.web.Swagger2Controller#getDocumentation(String, HttpServletRequest)]
2021-03-24 10:42:34.317 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2021-03-24 10:42:34.673 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskScheduler - Initializing ExecutorService 'taskScheduler'
2021-03-24 10:42:34.751 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8081"]
2021-03-24 10:42:34.782 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8081 (http) with context path ''
2021-03-24 10:42:34.783 [main] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper - Context refreshed
2021-03-24 10:42:34.796 [main] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper - Found 1 custom documentation plugin(s)
2021-03-24 10:42:34.826 [main] INFO  s.d.spring.web.scanners.ApiListingReferenceScanner - Scanning for api listing references
2021-03-24 10:42:35.003 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator - Generating unique operation named: registerUsingPOST_1
2021-03-24 10:42:35.055 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator - Generating unique operation named: findAllUsingGET_1
2021-03-24 10:42:35.094 [main] INFO  com.cn.mistletoe.MistletoeApp - Started MistletoeApp in 6.185 seconds (JVM running for 7.062)
2021-03-24 10:42:39.977 [http-nio-8081-exec-1] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2021-03-24 10:42:39.978 [http-nio-8081-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2021-03-24 10:42:39.984 [http-nio-8081-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 6 ms
2021-03-24 11:52:31.162 [main] INFO  com.cn.mistletoe.MistletoeApp - Starting MistletoeApp on Jxy-O834IQKJDUP with PID 16352 (D:\JavaProject\xingyu\springboot\mistletoe_back_2.0\target\classes started by Administrator in D:\JavaProject\xingyu\springboot\mistletoe_back_2.0)
2021-03-24 11:52:31.165 [main] INFO  com.cn.mistletoe.MistletoeApp - No active profile set, falling back to default profiles: default
2021-03-24 11:52:32.227 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2021-03-24 11:52:32.229 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Elasticsearch repositories in DEFAULT mode.
2021-03-24 11:52:32.324 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 90ms. Found 1 Elasticsearch repository interfaces.
2021-03-24 11:52:32.328 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2021-03-24 11:52:32.328 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Reactive Elasticsearch repositories in DEFAULT mode.
2021-03-24 11:52:32.343 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 14ms. Found 0 Reactive Elasticsearch repository interfaces.
2021-03-24 11:52:32.354 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2021-03-24 11:52:32.355 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2021-03-24 11:52:32.369 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.cn.mistletoe.esrepository.LoginRecodesRepository. If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository.
2021-03-24 11:52:32.370 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 7ms. Found 0 Redis repository interfaces.
2021-03-24 11:52:32.751 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler@1222c11' of type [org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-03-24 11:52:32.755 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'methodSecurityMetadataSource' of type [org.springframework.security.access.method.DelegatingMethodSecurityMetadataSource] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-03-24 11:52:32.766 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'redisConfig' of type [com.cn.mistletoe.config.RedisConfig$$EnhancerBySpringCGLIB$$3ebe4e1d] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-03-24 11:52:33.047 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8081 (http)
2021-03-24 11:52:33.055 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8081"]
2021-03-24 11:52:33.056 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2021-03-24 11:52:33.056 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.41]
2021-03-24 11:52:33.198 [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2021-03-24 11:52:33.198 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1908 ms
2021-03-24 11:52:33.366 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2021-03-24 11:52:33.579 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2021-03-24 11:52:35.249 [main] INFO  o.s.data.elasticsearch.support.VersionInfo - Version Spring Data Elasticsearch: 4.0.6.RELEASE
2021-03-24 11:52:35.249 [main] INFO  o.s.data.elasticsearch.support.VersionInfo - Version Elasticsearch Client in build: 7.6.2
2021-03-24 11:52:35.249 [main] INFO  o.s.data.elasticsearch.support.VersionInfo - Version Elasticsearch Client used: 7.6.2
2021-03-24 11:52:35.250 [main] INFO  o.s.data.elasticsearch.support.VersionInfo - Version Elasticsearch cluster: 7.5.2
2021-03-24 11:52:36.260 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: any request, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@3a07ab, org.springframework.security.web.context.SecurityContextPersistenceFilter@16b44e, org.springframework.security.web.header.HeaderWriterFilter@7fecf3, org.springframework.web.filter.CorsFilter@13242a5, org.springframework.security.web.authentication.logout.LogoutFilter@1251e43, com.cn.mistletoe.config.JwtAuthenticationTokenFilter@b1c5d5, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@6c93f8, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@17d3f54, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@13a529f, org.springframework.security.web.session.SessionManagementFilter@1c7abf6, org.springframework.security.web.access.ExceptionTranslationFilter@3c3354, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@13c3b1c]
2021-03-24 11:52:36.278 [main] INFO  s.d.s.w.PropertySourcedRequestMappingHandlerMapping - Mapped URL path [/v2/api-docs] onto method [springfox.documentation.swagger2.web.Swagger2Controller#getDocumentation(String, HttpServletRequest)]
2021-03-24 11:52:36.394 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2021-03-24 11:52:36.734 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskScheduler - Initializing ExecutorService 'taskScheduler'
2021-03-24 11:52:36.835 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8081"]
2021-03-24 11:52:36.848 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8081 (http) with context path ''
2021-03-24 11:52:36.848 [main] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper - Context refreshed
2021-03-24 11:52:36.863 [main] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper - Found 1 custom documentation plugin(s)
2021-03-24 11:52:36.910 [main] INFO  s.d.spring.web.scanners.ApiListingReferenceScanner - Scanning for api listing references
2021-03-24 11:52:37.078 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator - Generating unique operation named: registerUsingPOST_1
2021-03-24 11:52:37.112 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator - Generating unique operation named: findAllUsingGET_1
2021-03-24 11:52:37.167 [main] INFO  com.cn.mistletoe.MistletoeApp - Started MistletoeApp in 6.51 seconds (JVM running for 7.682)
2021-03-24 11:53:24.718 [http-nio-8081-exec-1] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2021-03-24 11:53:24.718 [http-nio-8081-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2021-03-24 11:53:24.725 [http-nio-8081-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 7 ms
2021-03-24 11:54:22.341 [SpringContextShutdownHook] INFO  o.s.scheduling.concurrent.ThreadPoolTaskScheduler - Shutting down ExecutorService 'taskScheduler'
2021-03-24 11:54:22.343 [SpringContextShutdownHook] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2021-03-24 11:54:22.359 [SpringContextShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2021-03-24 11:54:22.364 [SpringContextShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
2021-03-24 11:54:26.679 [main] INFO  com.cn.mistletoe.MistletoeApp - Starting MistletoeApp on Jxy-O834IQKJDUP with PID 15780 (D:\JavaProject\xingyu\springboot\mistletoe_back_2.0\target\classes started by Administrator in D:\JavaProject\xingyu\springboot\mistletoe_back_2.0)
2021-03-24 11:54:26.687 [main] INFO  com.cn.mistletoe.MistletoeApp - No active profile set, falling back to default profiles: default
2021-03-24 11:54:27.643 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2021-03-24 11:54:27.648 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Elasticsearch repositories in DEFAULT mode.
2021-03-24 11:54:27.723 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 70ms. Found 1 Elasticsearch repository interfaces.
2021-03-24 11:54:27.727 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2021-03-24 11:54:27.728 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Reactive Elasticsearch repositories in DEFAULT mode.
2021-03-24 11:54:27.735 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 6ms. Found 0 Reactive Elasticsearch repository interfaces.
2021-03-24 11:54:27.746 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2021-03-24 11:54:27.746 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2021-03-24 11:54:27.766 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.cn.mistletoe.esrepository.LoginRecodesRepository. If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository.
2021-03-24 11:54:27.766 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 7ms. Found 0 Redis repository interfaces.
2021-03-24 11:54:28.162 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler@6427f7' of type [org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-03-24 11:54:28.166 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'methodSecurityMetadataSource' of type [org.springframework.security.access.method.DelegatingMethodSecurityMetadataSource] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-03-24 11:54:28.183 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'redisConfig' of type [com.cn.mistletoe.config.RedisConfig$$EnhancerBySpringCGLIB$$11eccb7f] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-03-24 11:54:28.472 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8081 (http)
2021-03-24 11:54:28.480 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8081"]
2021-03-24 11:54:28.480 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2021-03-24 11:54:28.480 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.41]
2021-03-24 11:54:28.619 [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2021-03-24 11:54:28.620 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1875 ms
2021-03-24 11:54:28.786 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2021-03-24 11:54:28.967 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2021-03-24 11:54:30.775 [main] INFO  o.s.data.elasticsearch.support.VersionInfo - Version Spring Data Elasticsearch: 4.0.6.RELEASE
2021-03-24 11:54:30.775 [main] INFO  o.s.data.elasticsearch.support.VersionInfo - Version Elasticsearch Client in build: 7.6.2
2021-03-24 11:54:30.775 [main] INFO  o.s.data.elasticsearch.support.VersionInfo - Version Elasticsearch Client used: 7.6.2
2021-03-24 11:54:30.775 [main] INFO  o.s.data.elasticsearch.support.VersionInfo - Version Elasticsearch cluster: 7.5.2
2021-03-24 11:54:31.668 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: any request, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@664c3d, org.springframework.security.web.context.SecurityContextPersistenceFilter@cce199, org.springframework.security.web.header.HeaderWriterFilter@1b25ec3, org.springframework.web.filter.CorsFilter@18087da, org.springframework.security.web.authentication.logout.LogoutFilter@134c0d8, com.cn.mistletoe.config.JwtAuthenticationTokenFilter@f05595, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@1abe06f, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@149c070, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@1a92277, org.springframework.security.web.session.SessionManagementFilter@5a8b7, org.springframework.security.web.access.ExceptionTranslationFilter@13a27f8, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@12485a6]
2021-03-24 11:54:31.705 [main] INFO  s.d.s.w.PropertySourcedRequestMappingHandlerMapping - Mapped URL path [/v2/api-docs] onto method [springfox.documentation.swagger2.web.Swagger2Controller#getDocumentation(String, HttpServletRequest)]
2021-03-24 11:54:31.828 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2021-03-24 11:54:32.168 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskScheduler - Initializing ExecutorService 'taskScheduler'
2021-03-24 11:54:32.273 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8081"]
2021-03-24 11:54:32.302 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8081 (http) with context path ''
2021-03-24 11:54:32.303 [main] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper - Context refreshed
2021-03-24 11:54:32.315 [main] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper - Found 1 custom documentation plugin(s)
2021-03-24 11:54:32.341 [main] INFO  s.d.spring.web.scanners.ApiListingReferenceScanner - Scanning for api listing references
2021-03-24 11:54:32.507 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator - Generating unique operation named: registerUsingPOST_1
2021-03-24 11:54:32.556 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator - Generating unique operation named: findAllUsingGET_1
2021-03-24 11:54:32.598 [main] INFO  com.cn.mistletoe.MistletoeApp - Started MistletoeApp in 6.342 seconds (JVM running for 7.173)
2021-03-24 11:54:50.498 [http-nio-8081-exec-1] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2021-03-24 11:54:50.498 [http-nio-8081-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2021-03-24 11:54:50.503 [http-nio-8081-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 5 ms
2021-03-24 12:17:07.993 [SpringContextShutdownHook] INFO  o.s.scheduling.concurrent.ThreadPoolTaskScheduler - Shutting down ExecutorService 'taskScheduler'
2021-03-24 12:17:07.995 [SpringContextShutdownHook] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2021-03-24 12:17:08.122 [SpringContextShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2021-03-24 12:17:08.128 [SpringContextShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
2021-03-24 12:17:14.101 [main] INFO  com.cn.mistletoe.MistletoeApp - Starting MistletoeApp on Jxy-O834IQKJDUP with PID 11004 (D:\JavaProject\xingyu\springboot\mistletoe_back_2.0\target\classes started by Administrator in D:\JavaProject\xingyu\springboot\mistletoe_back_2.0)
2021-03-24 12:17:14.108 [main] INFO  com.cn.mistletoe.MistletoeApp - No active profile set, falling back to default profiles: default
2021-03-24 12:17:15.062 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2021-03-24 12:17:15.064 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Elasticsearch repositories in DEFAULT mode.
2021-03-24 12:17:15.139 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 71ms. Found 1 Elasticsearch repository interfaces.
2021-03-24 12:17:15.143 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2021-03-24 12:17:15.143 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Reactive Elasticsearch repositories in DEFAULT mode.
2021-03-24 12:17:15.150 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 7ms. Found 0 Reactive Elasticsearch repository interfaces.
2021-03-24 12:17:15.166 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2021-03-24 12:17:15.167 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2021-03-24 12:17:15.181 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.cn.mistletoe.esrepository.LoginRecodesRepository. If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository.
2021-03-24 12:17:15.181 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 7ms. Found 0 Redis repository interfaces.
2021-03-24 12:17:15.571 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler@fe272f' of type [org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-03-24 12:17:15.579 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'methodSecurityMetadataSource' of type [org.springframework.security.access.method.DelegatingMethodSecurityMetadataSource] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-03-24 12:17:15.590 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'redisConfig' of type [com.cn.mistletoe.config.RedisConfig$$EnhancerBySpringCGLIB$$2fb0a5b4] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-03-24 12:17:15.858 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8081 (http)
2021-03-24 12:17:15.865 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8081"]
2021-03-24 12:17:15.866 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2021-03-24 12:17:15.866 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.41]
2021-03-24 12:17:15.995 [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2021-03-24 12:17:15.995 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1830 ms
2021-03-24 12:17:16.154 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2021-03-24 12:17:16.328 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2021-03-24 12:17:17.950 [main] INFO  o.s.data.elasticsearch.support.VersionInfo - Version Spring Data Elasticsearch: 4.0.6.RELEASE
2021-03-24 12:17:17.950 [main] INFO  o.s.data.elasticsearch.support.VersionInfo - Version Elasticsearch Client in build: 7.6.2
2021-03-24 12:17:17.950 [main] INFO  o.s.data.elasticsearch.support.VersionInfo - Version Elasticsearch Client used: 7.6.2
2021-03-24 12:17:17.950 [main] INFO  o.s.data.elasticsearch.support.VersionInfo - Version Elasticsearch cluster: 7.5.2
